Orthogroup_ID	Gene_Group	Group_function	Gene_Name	D_melanogaster	I_luminosus	P_pyralis	C_septempunctata	A_verrucosus	T_castaneum	Z_morio	T_molitor	D_ponderosae	R_ferrugineus	A_obtectus	B_siliquastri	C_chinensis	C_maculatus	max_delta_GF	transcript_ID_native	Flybase	Flybase_summary	CAFE_p-value
N0.HOG0000037	Gene Group 30	pheromone sensing	Odorant receptor 30a(Or30a)	3	1	1	3	48	22	39	21	1	5	10	6	6	8	47	rna-NM_078796.3	FBgn0032096	The gene Odorant receptor 30a is referred to in FlyBase by the symbol Dmel\Or30a (CG13106, FBgn0032096). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2L:9111814..9113285. Its molecular function is described by: odorant binding; ionotropic olfactory receptor activity; olfactory receptor activity. It is involved in the biological process described with: sensory perception of smell; detection of chemical stimulus involved in sensory perception of smell. 7 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: abnormal smell perception; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very low expression to a trough of no expression detected.  Peak expression observed within 18-24 hour embryonic stages.	0.0
N0.HOG0000037	Gene Group 30	pheromone sensing	Odorant receptor 49b(Or49b)	3	1	1	3	48	22	39	21	1	5	10	6	6	8	47	rna-NM_078997.3	FBgn0028963	The gene Odorant receptor 49b is referred to in FlyBase by the symbol Dmel\Or49b (CG17584, FBgn0028963). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:12842665..12844704. Its molecular function is described by: olfactory receptor activity; ionotropic olfactory receptor activity; odorant binding. It is involved in the biological process described with: detection of chemical stimulus involved in sensory perception of smell; sensory perception of smell. 7 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very low expression to a trough of no expression detected.  Peak expression observed during late pupal stages, in adult male stages.	0.0
N0.HOG0000038	Gene Group 30	pheromone sensing	Odorant receptor 94a(Or94a)	3	33	11	1	5	7	13	7	5	1	1	4	2	1	32	rna-NM_079731.1	FBgn0039033	The gene Odorant receptor 94a is referred to in FlyBase by the symbol Dmel\Or94a (CG17241, FBgn0039033). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:22987281..22988503. Its molecular function is described by: olfactory receptor activity; odorant binding; ionotropic olfactory receptor activity. It is involved in the biological process described with: detection of chemical stimulus involved in sensory perception of smell; sensory perception of smell. 5 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: abnormal smell perception; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very low expression to a trough of no expression detected.  Peak expression observed within 18-24 hour embryonic stages, during late larval stages, during late pupal stages, in adult male stages.	0.0
N0.HOG0000038	Gene Group 30	pheromone sensing	Odorant receptor 94b(Or94b)	3	33	11	1	5	7	13	7	5	1	1	4	2	1	32	rna-NM_079732.1	FBgn0039034	The gene Odorant receptor 94b is referred to in FlyBase by the symbol Dmel\Or94b (CG6679, FBgn0039034). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:22989295..22990568. Its molecular function is described by: ionotropic olfactory receptor activity; odorant binding; ligand-gated calcium channel activity; olfactory receptor activity. It is involved in the biological process described with: detection of chemical stimulus involved in sensory perception of smell; sensory perception of smell; calcium ion transmembrane transport. 6 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: abnormal smell perception. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very low expression to a trough of no expression detected.  Peak expression observed at stages throughout the pupal period, in adult male stages.	0.0
N0.HOG0000038	Gene Group 30	pheromone sensing	Odorant receptor 46a(Or46a)	3	33	11	1	5	7	13	7	5	1	1	4	2	1	32	rna-NM_206071.2	FBgn0026388	The gene Odorant receptor 46a is referred to in FlyBase by the symbol Dmel\Or46a (CG33478, FBgn0026388). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (all unique). Gene sequence location is 2R:10139264..10142074. Its molecular function is described by: olfactory receptor activity; odorant binding. It is involved in the biological process described with: sensory perception of smell; detection of chemical stimulus involved in sensory perception of smell. 6 alleles are reported. The phenotype of these alleles manifest in: trichogen cell. The phenotypic classes of alleles include: visible; viable; abnormal smell perception. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very low expression to a trough of no expression detected.  Peak expression observed within 00-12 hour embryonic stages, during late pupal stages, in adult male stages.	0.0
N0.HOG0000039	Gene Group 23	Cuticular protein	Cuticular protein 30B(Cpr30B)	3	8	1	5	3	3	4	6	6	5	4	3	2	3	7	rna-NM_135451.3	FBgn0032125	The gene Cuticular protein 30B is referred to in FlyBase by the symbol Dmel\Cpr30B (CG3818, FBgn0032125). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2L:9542878..9543658. Its molecular function is described by: structural constituent of chitin-based larval cuticle. It is involved in the biological process described with: chitin-based cuticle development. 6 alleles are reported. The phenotype of these alleles manifest in: mesonotum. The phenotypic classes of alleles include: abnormal body color; viable; visible; partially lethal. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of extremely high expression to a trough of no expression detected.  Peak expression observed during late pupal stages.	0.012
N0.HOG0000039	Gene Group 23	Cuticular protein	Cuticular protein 64Ad(Cpr64Ad)	3	8	1	5	3	3	4	6	6	5	4	3	2	3	7	rna-NM_139618.4	FBgn0035513	The gene Cuticular protein 64Ad is referred to in FlyBase by the symbol Dmel\Cpr64Ad (CG1259, FBgn0035513). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3L:4215379..4216414. Its molecular function is described by: structural constituent of chitin-based larval cuticle. It is involved in the biological process described with: chitin-based cuticle development. 3 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: some die during pupal stage; partially lethal - majority die; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of very low expression.  Peak expression observed within 12-24 hour embryonic stages, during early larval stages, at stages throughout the pupal period.	0.012
N0.HOG0000039	Gene Group 23	Cuticular protein	Ecdysone-dependent gene 84A(Edg84A)	3	8	1	5	3	3	4	6	6	5	4	3	2	3	7	rna-NM_079523.3	FBgn0000552	The gene Ecdysone-dependent gene 84A is referred to in FlyBase by the symbol Dmel\Edg84A (CG2345, FBgn0000552). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:6684445..6685157. Its molecular function is described by: structural constituent of chitin-based larval cuticle; structural constituent of pupal chitin-based cuticle. It is involved in the biological process described with: chitin-based cuticle development. 4 alleles are reported. The phenotype of these alleles manifest in: trichogen cell. The phenotypic classes of alleles include: visible; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of no expression detected.  Peak expression observed during early pupal stages.	0.012
N0.HOG0000044	Gene Group 23	Cuticular protein	Cuticular protein 76Ba(Cpr76Ba)	2	1	2	1	2	1	1	2	1	1	2	1	1	3	2	rna-NM_140863.2	FBgn0036878	The gene Cuticular protein 76Ba is referred to in FlyBase by the symbol Dmel\Cpr76Ba (CG9283, FBgn0036878). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3L:19517552..19518332. Its molecular function is described by: structural constituent of chitin-based larval cuticle. It is involved in the biological process described with: chitin-based cuticle development. 2 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: some die during pupal stage; partially lethal; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of no expression detected.  Peak expression observed within 18-24 hour embryonic stages.	0.049
N0.HOG0000044	Gene Group 23	Cuticular protein	Cuticular protein 76Bb(Cpr76Bb)	2	1	2	1	2	1	1	2	1	1	2	1	1	3	2	rna-NM_140864.2	FBgn0036879	The gene Cuticular protein 76Bb is referred to in FlyBase by the symbol Dmel\Cpr76Bb (CG9290, FBgn0036879). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3L:19519649..19520419. Its molecular function is described by: structural constituent of chitin-based larval cuticle. It is involved in the biological process described with: chitin-based cuticle development. 2 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of no expression detected.  Peak expression observed within 18-24 hour embryonic stages, during late pupal stages.	0.049
N0.HOG0000045	Gene Group 34	uncharacterized	Pinkman(pkm)	2	37	22	17	28	19	29	11	14	12	14	16	15	18	35	rna-NM_206689.2	FBgn0030317	The gene Pinkman is referred to in FlyBase by the symbol Dmel\pkm (CG1561, FBgn0030317). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is X:11581957..11584175. Its molecular function is described by: ecdysteroid 22-kinase activity. The biological processes in which it is involved are not known. 10 alleles are reported. The phenotypes of these alleles manifest in: presynaptic active zone; embryonic/larval neuromuscular junction. The phenotypic classes of alleles include: partially lethal - majority die; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of extremely low expression.  Peak expression observed during late pupal stages, in stages of adults of both sexes.	0.0
N0.HOG0000045	Gene Group 34	uncharacterized	uncharacterized protein(CG13813)	2	37	22	17	28	19	29	11	14	12	14	16	15	18	35	rna-NM_140938.3	FBgn0036956	The gene wallflower is referred to in FlyBase by the symbol Dmel\wall (CG13813, FBgn0036956). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3L:20231669..20233255. Its molecular function is described by: ecdysteroid 22-kinase activity. The biological processes in which it is involved are not known. 8 alleles are reported. The phenotypes of these alleles manifest in: organism; organ system; denticle field; embryonic/larval anal pad; integumentary system. The phenotypic classes of alleles include: phenotype; increased mortality during development; lethal - all die before end of pupal stage; increased mortality. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of very low expression.  Peak expression observed within 12-18 embryonic stages.	0.0
N0.HOG0000049	None	None	cag (from API summary)	1	45	18	24	22	7	15	11	2	1	62	9	9	18	61	rna-NM_057859.4	FBgn0017414	The gene cag is referred to in FlyBase by the symbol Dmel\cag (CG12346, FBgn0017414). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 2R:10893034..10894414. Its molecular function is described by: DNA binding. The biological processes in which it is involved are not known. 10 alleles are reported. The phenotypes of these alleles manifest in: trichogen cell; sarcomere; Z disc; mesonotum. The phenotypic classes of alleles include: partially lethal - majority die; viable; visible; lethal - all die during larval stage; some die during pupal stage. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of low expression.  Peak expression observed within 00-18 hour embryonic stages, during late larval stages, at stages throughout the pupal period.	0.0
N0.HOG0000056	Gene Group 7	odorant binding	Odorant-binding protein 56e(Obp56e)	3	11	4	4	46	19	33	44	7	24	7	9	6	6	43	rna-NM_137601.4	FBgn0034471	The gene Odorant-binding protein 56e is referred to in FlyBase by the symbol Dmel\Obp56e (CG8462, FBgn0034471). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (all unique). Gene sequence location is 2R:19712345..19712932. Its molecular function is described by: odorant binding. It is involved in the biological process described with: sexual reproduction; sensory perception of chemical stimulus; sensory perception of smell. 5 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: abnormal behavior; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of no expression detected.  Peak expression observed in adult male stages.	0.0
N0.HOG0000056	Gene Group 7	odorant binding	Odorant-binding protein 56d(Obp56d)	3	11	4	4	46	19	33	44	7	24	7	9	6	6	43	rna-NM_001299690.1	FBgn0034470	The gene Odorant-binding protein 56d is referred to in FlyBase by the symbol Dmel\Obp56d (CG11218, FBgn0034470). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 2R:19702924..19703915. Its molecular function is described by: odorant binding. It is involved in the biological process described with: olfactory behavior; sensory perception of chemical stimulus; sensory perception of smell; response to pheromone. 5 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of extremely low expression.  Peak expression observed within 18-24 hour embryonic stages, at stages throughout the larval period, during early pupal stages, in adult male stages.	0.0
N0.HOG0000056	Gene Group 7	odorant binding	Odorant-binding protein 56a(Obp56a)	3	11	4	4	46	19	33	44	7	24	7	9	6	6	43	rna-NM_137598.3	FBgn0034468	The gene Odorant-binding protein 56a is referred to in FlyBase by the symbol Dmel\Obp56a (CG11797, FBgn0034468). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:19697723..19698508. Its molecular function is described by: odorant binding. It is involved in the biological process described with: response to pheromone; sensory perception of chemical stimulus; sensory perception of smell; olfactory behavior. 4 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of extremely high expression to a trough of very low expression.  Peak expression observed during early larval stages, during early pupal stages.	0.0
